"","T01","T02","T03","T31","T32","T33","T34","T5A5","T5A6","KMR19","KMR46"
"ENSMUSG00000035248.8",5292,5927,5385,5727,8512,7103,7089,14278,9330,1544,2421
"ENSMUSG00000035649.17",16323,19989,17283,13066,13256,11907,14908,20002,15597,511,483
"ENSMUSG00000029427.11",2708,3209,2477,1536,2371,1983,1619,2284,1851,809,1027
"ENSMUSG00000021621.15",560,737,632,631,869,678,730,1135,851,539,806
"ENSMUSG00000083274.1",20,12,9,13,8,7,8,4,9,0,0
"ENSMUSG00000022635.9",1413,1576,1543,1227,1750,1647,1547,2473,1825,629,1158
"ENSMUSG00000037108.13",273,364,370,242,256,196,198,374,397,273,383
"ENSMUSG00000032443.15",968,1345,1617,722,676,812,540,1246,1247,2,2
"ENSMUSG00000027520.15",2517,3152,1987,5451,8193,5995,5350,7827,4807,20,25
"ENSMUSG00000039199.6",2304,2871,2435,657,971,1079,700,1007,955,197,145
"ENSMUSG00000069189.4",69,98,194,134,165,118,108,227,243,0,0
"ENSMUSG00000015335.16",79,75,71,40,71,92,66,78,107,283,713
"ENSMUSG00000030471.17",787,897,890,1468,1870,1566,1567,1935,1797,681,512
"ENSMUSG00000034265.7",5345,6499,4634,5450,8138,7591,6631,12471,8744,9,26
"ENSMUSG00000033906.5",405,511,845,426,371,490,291,658,840,20,93
"ENSMUSG00000025157.7",806,892,810,601,865,844,753,863,826,415,921
"ENSMUSG00000035798.13",4469,4942,4282,3062,3081,2830,3244,4905,4151,678,638
"ENSMUSG00000037553.14",1161,1303,1531,3199,4395,3900,3346,5925,4591,665,547
"ENSMUSG00000052363.7",98,198,497,272,323,395,191,476,620,0,0
"ENSMUSG00000039470.15",2352,2684,2682,2465,3478,2977,2836,5440,3454,101,250
"ENSMUSG00000021969.7",3548,3989,3427,7003,10330,7982,7419,15220,10697,2054,2510
"ENSMUSG00000028403.15",1427,1635,1847,917,1051,935,869,1142,990,851,965
"ENSMUSG00000048483.5",24,30,61,46,60,60,36,64,97,0,0
"ENSMUSG00000036304.13",21,34,69,42,27,36,16,50,59,7,1
"ENSMUSG00000006463.13",252,298,300,68,82,63,67,140,122,123,135
"ENSMUSG00000054117.8",0,5,8,3,4,8,2,10,17,0,0
"ENSMUSG00000025786.15",2451,3138,3208,3117,4435,3357,3213,4180,3834,1447,2046
"ENSMUSG00000001844.10",919,950,782,388,475,476,423,665,488,254,406
"ENSMUSG00000034075.10",2370,2900,2628,5440,8322,7325,6362,12068,8360,1989,3615
"ENSMUSG00000024982.9",1401,1622,1172,613,725,608,686,822,677,957,1324
"ENSMUSG00000031823.14",910,1048,955,535,942,916,638,823,738,418,586
"ENSMUSG00000060166.5",1200,1152,1134,1054,1555,1700,1061,1847,1666,1269,1439
"ENSMUSG00000036985.12",886,949,950,705,814,908,642,1153,996,1148,1200
"ENSMUSG00000024238.13",27923,29330,33624,17281,24739,20866,20988,48211,28594,1364,997
"ENSMUSG00000026872.17",52850,50677,66597,44227,73550,53710,51529,101191,59929,1504,2480
"ENSMUSG00000052248.15",1001,854,1475,524,898,627,598,1081,713,13,31
"ENSMUSG00000039686.14",2642,2576,2070,362,545,534,396,856,643,539,479
"ENSMUSG00000049576.6",4,9,20,11,6,9,3,19,12,1,1
"ENSMUSG00000039795.14",336,357,297,46,58,52,71,154,105,364,255
"ENSMUSG00000053581.13",508,512,423,1113,1367,1083,1114,4411,2266,731,967
"ENSMUSG00000026197.12",337,371,324,142,150,205,123,204,170,283,260
"ENSMUSG00000044477.10",16449,17875,19878,31877,44065,34193,36703,76920,52217,956,2144
"ENSMUSG00000108273.1",186,246,315,197,132,186,133,282,273,148,619
"ENSMUSG00000042213.15",282,385,457,278,226,270,190,431,423,148,619
"ENSMUSG00000024750.10",1670,1972,1359,13041,16225,10314,14253,17498,9775,1617,3063
"ENSMUSG00000030629.15",6882,7740,7365,6731,9230,7565,8200,17864,9177,1253,1202
"ENSMUSG00000022335.16",2303,3147,3895,3452,3744,3530,3298,6430,4495,214,280
"ENSMUSG00000034163.10",6851,9359,7507,11443,22246,13952,13431,32424,18236,1255,1093
"ENSMUSG00000040721.9",2506,2677,3745,617,1095,1230,738,1970,1231,115,164
"ENSMUSG00000038872.9",23981,24971,27668,16223,15729,17461,18137,28450,20505,402,711
"ENSMUSG00000025255.18",22610,27078,27090,7906,11063,11144,8684,13636,7215,946,883
"ENSMUSG00000055835.10",1505,1678,1328,1118,1371,1260,1268,1471,1482,227,282
"ENSMUSG00000055240.16",1292,1135,1095,269,299,231,193,379,318,172,146
"ENSMUSG00000057895.11",338,356,291,151,162,169,123,187,180,15,74
"ENSMUSG00000027288.16",11937,13108,13989,9741,13008,11408,11070,17616,14961,8844,11004
"ENSMUSG00000030486.9",255,231,195,52,51,48,24,95,98,3,6
"ENSMUSG00000074283.5",375,364,279,80,105,87,72,93,128,61,37
"ENSMUSG00000051034.7",383,492,425,119,113,143,135,143,167,96,87
"ENSMUSG00000058638.14",1319,1317,1366,860,871,925,969,1507,1155,769,640
"ENSMUSG00000087598.9",855,902,745,333,333,329,309,322,307,268,171
"ENSMUSG00000052675.10",759,916,778,266,200,256,172,331,387,65,25
"ENSMUSG00000037007.17",946,1112,925,165,190,227,159,303,269,158,132
"ENSMUSG00000068962.7",54,56,61,13,25,28,32,50,48,6,0
"ENSMUSG00000057835.7",348,457,410,245,261,172,288,383,296,40,46
"ENSMUSG00000062101.12",158,153,135,65,60,85,74,136,118,40,36
"ENSMUSG00000029587.16",2372,2624,1903,611,971,999,710,852,786,328,439
"ENSMUSG00000068134.13",466,551,479,132,162,129,153,238,183,245,270
"ENSMUSG00000069755.5",255,249,408,8,197,159,282,587,443,23,70
"ENSMUSG00000060397.6",347,414,364,91,116,96,70,133,149,49,36
"ENSMUSG00000062012.13",478,556,524,174,215,219,122,310,310,142,96
"ENSMUSG00000094870.7",2678,2934,2723,6727,9094,7704,7787,13692,8580,1531,1972
"ENSMUSG00000083674.3",746,667,705,388,467,609,316,448,575,6,28
"ENSMUSG00000053985.10",405,444,471,126,155,190,130,249,258,21,9
"ENSMUSG00000092416.2",463,557,482,249,257,249,200,377,373,209,179
"ENSMUSG00000026135.17",1954,2109,1989,3624,6001,5963,5267,5985,4618,648,760
"ENSMUSG00000061079.14",1759,1932,2236,1037,1517,1404,1242,2111,1835,718,627
"ENSMUSG00000037029.8",2584,3339,2424,3011,5441,3895,3150,4990,3862,897,627
"ENSMUSG00000022811.16",10676,13333,11043,8312,10943,9461,9263,13898,10569,2007,1811
"ENSMUSG00000036898.16",809,905,1077,204,158,186,179,390,326,251,311
"ENSMUSG00000067942.5",1497,1686,1531,607,854,549,711,971,703,165,211
"ENSMUSG00000050954.15",729,747,780,245,247,282,184,415,383,104,108
"ENSMUSG00000054939.6",314,307,251,98,84,92,97,150,151,82,52
"ENSMUSG00000057101.8",1251,1239,1292,1027,1424,1422,1122,1382,1357,616,575
"ENSMUSG00000054737.11",1666,1889,1726,609,636,609,547,1014,662,67,83
"ENSMUSG00000006720.16",375,359,403,122,127,150,75,199,177,120,176
"ENSMUSG00000031351.15",217,900,1453,475,839,625,279,1513,814,0,17
"ENSMUSG00000039634.12",451,487,482,351,384,426,351,807,591,173,160
"ENSMUSG00000049321.17",520,631,524,133,132,161,96,178,198,128,133
"ENSMUSG00000025602.13",1015,1183,1093,1446,1614,1809,1615,2362,1804,138,160
"ENSMUSG00000017421.18",7014,9028,7584,8288,13136,9393,10587,18318,11633,2326,3064
"ENSMUSG00000052763.7",831,835,728,560,836,720,684,1248,1060,248,488
"ENSMUSG00000071256.3",345,352,246,129,136,142,120,140,135,119,230
"ENSMUSG00000052056.14",1500,1672,1674,3163,4965,3683,3804,5558,4604,1076,1356
"ENSMUSG00000049295.16",1366,1473,1438,460,776,906,569,1231,948,384,1027
"ENSMUSG00000061544.13",876,1015,918,261,286,262,182,446,333,42,131
"ENSMUSG00000047603.9",529,597,431,87,136,102,60,192,193,81,31
"ENSMUSG00000041258.16",5656,6637,5840,3576,4534,4392,3646,7291,4866,953,1490
"ENSMUSG00000042097.17",240,355,227,35,59,94,40,107,80,432,365
"ENSMUSG00000030145.14",852,942,806,247,282,233,169,413,317,152,268
"ENSMUSG00000022526.7",885,1074,986,276,418,396,322,611,536,302,340
"ENSMUSG00000063108.14",2153,2575,2249,1625,2274,1854,1744,2472,2063,435,326
"ENSMUSG00000049421.13",1884,2255,2237,989,1661,1371,1205,2435,1759,1553,1155
"ENSMUSG00000022529.11",1344,1624,1193,1058,1377,1204,1113,1483,1263,435,377
"ENSMUSG00000060510.13",4926,5578,4399,1319,2081,1658,1478,2625,1795,1348,1054
"ENSMUSG00000062040.14",835,813,730,317,399,371,310,575,504,229,182
"ENSMUSG00000030446.17",248,288,188,49,45,39,21,63,86,52,71
"ENSMUSG00000031365.13",2212,2327,2293,1975,2754,2004,1979,2366,2145,1182,1081
"ENSMUSG00000001065.15",1160,1125,1092,606,807,855,709,1137,855,248,496
"ENSMUSG00000055917.14",2411,2534,3486,1401,1819,1770,1383,3520,3037,555,888
"ENSMUSG00000062861.8",463,680,552,161,161,218,154,280,302,120,116
"ENSMUSG00000049764.7",299,388,431,312,355,431,313,472,399,554,482
"ENSMUSG00000036916.13",2863,3444,3130,2593,3241,2380,2995,4341,3415,934,543
"ENSMUSG00000038535.17",6606,7710,7768,4957,6395,4590,5786,7610,5518,747,535
"ENSMUSG00000041483.14",779,926,937,1573,2448,1578,1909,2648,1933,882,1215
"ENSMUSG00000025821.9",2126,2413,1862,1325,1698,1663,1443,2267,1899,260,333
"ENSMUSG00000047342.17",600,616,661,212,195,218,159,297,346,126,89
"ENSMUSG00000086674.1",5,17,30,28,33,19,15,36,37,0,0
"ENSMUSG00000005267.13",1051,1072,1087,237,247,266,207,341,456,81,109
"ENSMUSG00000039967.14",8016,9008,8766,1817,3060,3020,1858,3606,2645,1016,804
"ENSMUSG00000011267.8",40,61,36,50,100,105,57,97,110,72,45
"ENSMUSG00000043602.5",532,619,554,64,114,136,88,152,118,42,61
"ENSMUSG00000047473.14",421,438,426,55,75,87,83,164,151,117,104
"ENSMUSG00000031079.12",57,80,122,38,37,34,49,69,68,15,10
"ENSMUSG00000046658.16",1308,1356,1172,281,271,405,181,374,418,146,149
"ENSMUSG00000057551.9",1801,2374,1909,1576,2109,1689,1625,2828,2069,346,275
"ENSMUSG00000015597.16",4205,5328,5057,1192,1649,1825,1489,2362,1577,419,601
"ENSMUSG00000046556.7",881,843,783,421,606,728,469,1068,730,192,352
"ENSMUSG00000046351.10",1152,1367,1132,540,835,549,648,1228,777,444,506
"ENSMUSG00000004500.9",513,568,486,50,86,94,80,164,135,94,100
"ENSMUSG00000029290.12",2201,2633,2418,2954,4002,3083,3065,5620,3775,389,774
"ENSMUSG00000057894.10",960,1169,1220,261,291,344,239,431,314,167,160
"ENSMUSG00000031711.7",720,1008,861,1406,1742,1480,1663,2240,2093,959,1082
"ENSMUSG00000017667.9",1140,1271,1003,447,568,604,468,656,650,678,721
"ENSMUSG00000039834.17",2386,2511,2428,2447,3350,3087,2416,5118,3429,659,1076
"ENSMUSG00000085436.1",303,288,363,436,588,418,399,934,581,11,39
"ENSMUSG00000059842.12",567,706,720,358,515,490,343,559,558,92,77
"ENSMUSG00000074731.3",11,12,25,12,13,22,20,33,45,1,0
"ENSMUSG00000021481.11",3156,3237,3236,2021,2702,2862,2261,2534,2611,1070,802
"ENSMUSG00000063281.9",628,804,694,545,788,597,589,986,885,424,721
"ENSMUSG00000070902.5",2,22,26,29,14,29,22,25,44,0,0
"ENSMUSG00000095057.1",0,3,4,1,4,3,6,20,7,0,0
"ENSMUSG00000020364.14",349,399,387,103,131,209,94,203,212,87,74
"ENSMUSG00000020335.13",145,214,169,45,55,30,43,89,103,2,1
"ENSMUSG00000044807.13",1024,1000,798,306,403,412,321,511,391,420,296
"ENSMUSG00000047264.8",367,448,409,107,172,212,113,231,201,347,624
"ENSMUSG00000044786.6",518,449,401,4420,8530,8366,5780,8867,5417,1742,432
"ENSMUSG00000028799.15",2512,2739,2399,566,694,740,443,948,972,50,68
"ENSMUSG00000037855.15",170,197,226,119,137,169,117,229,243,789,138
"ENSMUSG00000050919.8",634,828,1355,584,629,773,623,1918,1215,0,0
"ENSMUSG00000044934.12",442,522,549,593,884,793,718,1588,764,512,703
"ENSMUSG00000021514.17",1785,1959,1593,586,758,614,527,945,725,199,194
"ENSMUSG00000021127.6",5109,4573,4382,4811,8923,7261,5377,7678,3990,799,1594
"ENSMUSG00000080942.1",1,1,6,3,3,3,1,7,10,0,0
"ENSMUSG00000045817.8",7428,6155,5360,11818,9707,14520,6814,8802,8762,3737,7583
"ENSMUSG00000059334.6",1,3,10,8,4,5,0,4,10,0,0
"ENSMUSG00000028389.11",863,960,1006,616,641,700,626,773,722,112,118
"ENSMUSG00000074220.10",452,576,570,518,800,967,679,1326,1184,77,105
"ENSMUSG00000038346.18",2867,3157,2619,2470,3094,2575,2533,5006,3506,707,1180
"ENSMUSG00000000552.9",340,349,497,419,453,539,428,824,690,209,498
"ENSMUSG00000027016.17",829,1189,2237,1543,1599,1755,1230,3380,3917,35,51
"ENSMUSG00000014198.15",235,284,434,307,362,356,199,432,598,0,4
"ENSMUSG00000042063.11",2399,2865,2195,377,404,351,385,667,385,554,784
"ENSMUSG00000082396.3",2,6,4,3,0,0,0,8,3,1,2
"ENSMUSG00000037001.10",661,805,787,205,232,248,224,312,337,41,61
"ENSMUSG00000034522.9",3619,4030,3301,390,491,561,425,960,719,1544,1772
"ENSMUSG00000024276.6",2458,3067,2604,1454,2244,1660,1749,2813,1993,891,1079
"ENSMUSG00000062519.13",2242,2419,2115,1165,1372,1545,1114,1758,1641,65,58
"ENSMUSG00000002617.14",541,658,698,117,116,129,100,228,221,94,154
"ENSMUSG00000048410.16",12340,14930,15394,16880,21207,18153,18655,31305,22660,324,745
"ENSMUSG00000075040.9",588,616,488,442,523,578,459,972,881,328,457
"ENSMUSG00000047003.14",216,232,247,31,27,58,40,131,90,211,258
"ENSMUSG00000042472.10",1568,1817,1537,1938,2848,2403,2221,4646,2839,596,898
"ENSMUSG00000073423.9",565,495,570,125,198,180,137,334,248,181,159
"ENSMUSG00000034538.8",121,200,205,82,83,91,43,130,135,15,13
"ENSMUSG00000092312.1",0,2,2,1,1,1,4,1,8,0,0
"ENSMUSG00000051176.6",18,25,73,36,42,54,17,62,91,22,12
"ENSMUSG00000058402.14",809,801,687,409,595,568,460,1343,553,85,65
"ENSMUSG00000059878.12",467,515,463,351,405,334,361,426,329,395,454
"ENSMUSG00000045333.15",2453,5049,2827,1636,2784,1715,1300,3380,3307,2,1
"ENSMUSG00000059475.13",2296,2601,2420,352,596,480,364,905,711,355,400
"ENSMUSG00000064264.14",79,130,129,104,181,228,133,287,295,54,134
"ENSMUSG00000078994.8",79,70,88,48,42,51,38,51,57,37,62
"ENSMUSG00000096795.4",24,42,17,5,10,16,8,11,10,126,110
"ENSMUSG00000050945.7",2659,2709,3154,745,594,672,582,1310,1252,77,162
"ENSMUSG00000068130.11",122,149,175,62,64,70,66,98,110,118,71
"ENSMUSG00000044876.15",1144,1280,1107,362,534,620,439,650,714,218,157
"ENSMUSG00000047036.7",3029,3038,2428,1252,1495,1163,1221,2050,1441,565,471
"ENSMUSG00000033961.16",653,591,491,86,130,144,86,217,172,69,52
"ENSMUSG00000073176.4",294,249,366,123,140,181,111,205,174,165,115
"ENSMUSG00000042197.13",4611,5556,4017,7012,9772,7052,7496,12236,8797,1272,1241
"ENSMUSG00000048728.15",285,305,354,110,123,115,91,180,207,20,31
"ENSMUSG00000051037.15",165,163,159,42,60,63,33,77,115,24,29
"ENSMUSG00000078995.9",50,27,64,40,25,28,34,68,49,34,51
"ENSMUSG00000055341.9",114,94,115,54,57,77,50,82,111,0,2
"ENSMUSG00000055480.6",307,302,306,85,95,70,71,146,152,25,35
"ENSMUSG00000055560.7",44,39,91,51,47,33,33,84,120,2,10
"ENSMUSG00000051351.14",941,986,992,783,1039,1060,831,2064,1539,323,217
"ENSMUSG00000060206.11",2884,3975,4458,4985,4120,4235,3690,8112,6114,1457,1323
"ENSMUSG00000068551.12",619,456,703,130,153,191,104,312,222,71,233
"ENSMUSG00000053600.7",405,480,412,319,448,305,355,314,289,78,138
"ENSMUSG00000048012.19",145,139,254,146,205,181,162,307,303,59,55
"ENSMUSG00000046886.6",25,46,100,79,71,79,66,142,115,0,0
"ENSMUSG00000044519.8",12,37,68,32,42,38,25,59,103,9,20
"ENSMUSG00000090659.8",180,208,166,28,41,35,39,55,75,87,83
"ENSMUSG00000039081.9",406,366,368,232,416,488,251,851,485,155,714
"ENSMUSG00000044452.10",2398,2759,2487,1545,1526,1267,1445,1871,1553,1348,843
"ENSMUSG00000023892.7",274,376,392,172,222,138,149,278,273,327,376
"ENSMUSG00000025470.11",522,542,447,242,422,319,288,376,317,260,201
"ENSMUSG00000062761.7",2416,2524,2417,523,533,523,529,1332,1010,730,961
"ENSMUSG00000043059.16",411,412,389,424,624,593,466,775,622,397,695
"ENSMUSG00000058881.12",14301,23481,8398,5654,10600,9580,7344,17394,10653,2321,3148
"ENSMUSG00000049164.6",914,1145,934,498,421,326,457,731,471,311,460
"ENSMUSG00000046572.10",374,324,529,164,193,234,134,225,187,335,422
"ENSMUSG00000051341.5",80,159,161,540,1121,477,785,715,552,516,814
"ENSMUSG00000024420.8",9476,10610,9937,5108,5572,5610,4860,7962,6498,314,435
"ENSMUSG00000024220.13",1468,1453,1505,375,482,477,332,592,558,392,621
"ENSMUSG00000051184.7",345,326,362,65,97,144,84,160,118,108,76
"ENSMUSG00000046541.9",604,690,694,356,578,603,393,691,620,250,215
"ENSMUSG00000057409.6",544,772,651,92,172,141,114,212,159,217,200
"ENSMUSG00000042439.12",5181,5945,5948,1620,1585,1619,1435,2484,2001,728,1417
"ENSMUSG00000062518.7",5,6,9,11,9,4,8,24,27,5,4
"ENSMUSG00000043456.16",13924,13393,21421,5312,5103,7028,5053,11022,8516,3,28
"ENSMUSG00000023882.15",59,77,107,41,39,35,25,74,63,40,67
"ENSMUSG00000078796.4",66,81,214,167,142,129,87,240,218,3,2
"ENSMUSG00000034071.15",175,234,186,77,53,66,44,80,87,36,30
"ENSMUSG00000045598.10",506,638,527,280,506,505,271,427,464,540,437
"ENSMUSG00000074500.11",131,196,160,92,81,107,49,202,153,9,16
"ENSMUSG00000045519.14",560,704,652,223,233,205,207,327,306,64,147
"ENSMUSG00000067424.12",417,569,513,134,134,143,84,181,195,43,52
"ENSMUSG00000078768.2",934,1002,858,607,593,614,587,770,1074,103,72
"ENSMUSG00000074221.12",21711,21415,21352,6082,7098,8894,7373,7536,6424,551,440
"ENSMUSG00000036036.15",46,62,73,63,105,56,48,290,243,367,372
"ENSMUSG00000098528.1",9,19,33,10,17,18,26,24,64,0,0
"ENSMUSG00000045252.11",1259,1374,1410,893,1384,1453,945,1699,1385,240,558
"ENSMUSG00000066721.3",10,15,22,7,22,16,1,12,23,37,20
"ENSMUSG00000051550.10",1460,1470,1380,357,607,749,422,1107,649,77,84
"ENSMUSG00000071291.10",356,351,380,198,196,207,191,283,286,36,43
"ENSMUSG00000055633.6",220,257,226,56,84,86,61,89,84,37,10
"ENSMUSG00000030443.16",441,477,515,263,221,338,296,462,386,17,17
"ENSMUSG00000078779.4",330,429,406,192,177,253,185,291,309,15,17
"ENSMUSG00000005621.11",4858,5974,5017,7144,8945,9160,7914,12916,8909,737,662
"ENSMUSG00000028840.10",176,221,178,642,989,780,679,741,905,232,187
"ENSMUSG00000057842.13",402,417,353,88,100,98,69,158,155,68,44
"ENSMUSG00000039789.7",762,997,929,580,754,770,665,1265,894,168,216
"ENSMUSG00000041130.9",1608,1989,1686,2619,4135,3979,2954,4310,4520,1151,1528
"ENSMUSG00000062794.8",46,67,78,35,61,89,69,114,118,99,85
"ENSMUSG00000037640.15",975,1157,929,177,253,341,222,379,379,349,224
"ENSMUSG00000066007.15",28,58,113,74,60,72,66,135,217,4,1
"ENSMUSG00000023284.15",520,546,624,218,156,229,156,230,230,185,258
"ENSMUSG00000030386.17",1126,1209,1091,263,312,255,246,354,306,138,125
"ENSMUSG00000052713.8",11348,13327,10683,7376,9682,5557,7379,11513,6875,717,1411
"ENSMUSG00000040524.9",7409,8425,8715,9480,13198,12155,10740,20781,15953,2237,2204
"ENSMUSG00000050605.17",499,507,443,79,99,132,91,146,180,147,109
"ENSMUSG00000044676.10",2005,1936,1836,712,458,708,823,408,548,8,9
"ENSMUSG00000069476.13",12,31,95,71,62,71,31,68,116,0,0
"ENSMUSG00000066880.15",1020,1205,1004,325,372,310,312,423,366,270,433
"ENSMUSG00000028358.15",881,526,1298,749,714,943,563,1453,1617,12,36
"ENSMUSG00000068959.6",484,506,493,621,806,614,668,968,774,12,43
"ENSMUSG00000046311.13",2217,2522,2103,1980,2718,2132,2423,4129,2635,923,568
"ENSMUSG00000052253.5",1054,1090,943,1916,2459,2175,1976,3513,2565,614,787
"ENSMUSG00000050846.8",963,1017,917,682,880,959,745,1385,1042,308,332
"ENSMUSG00000030604.9",861,908,806,263,226,308,255,386,381,24,10
"ENSMUSG00000074406.5",672,724,658,518,745,637,492,828,592,206,210
"ENSMUSG00000045639.14",1237,1307,1175,923,1653,1444,957,1519,1539,421,123
"ENSMUSG00000059689.14",492,573,578,112,175,225,125,241,189,292,453
"ENSMUSG00000027667.13",1017,1133,1028,357,405,462,370,642,480,1244,1254
"ENSMUSG00000027551.15",2278,2468,2471,1067,1583,1472,995,1530,1506,714,709
"ENSMUSG00000074830.3",1,0,2,0,0,11,1,0,2,0,0
"ENSMUSG00000022987.11",151,171,165,80,115,110,81,158,203,0,21
"ENSMUSG00000049606.16",10753,12434,10709,7892,9753,7685,8426,14374,9386,598,963
"ENSMUSG00000049739.10",2536,2963,2260,1017,1646,1577,1173,1865,1670,894,677
"ENSMUSG00000054967.6",268,300,236,106,84,113,101,110,165,100,124
"ENSMUSG00000066797.6",18,16,18,9,18,15,14,29,41,0,0
"ENSMUSG00000071281.10",550,633,615,200,131,255,153,176,168,281,295
"ENSMUSG00000013419.6",1523,1649,1270,450,792,1002,496,1093,935,242,271
"ENSMUSG00000075595.9",4568,5398,4920,2058,2605,2532,1854,3757,2819,677,616
"ENSMUSG00000086191.1",27,49,92,52,55,66,41,121,152,0,2
"ENSMUSG00000038895.15",871,978,910,1298,1772,1488,1452,2211,1656,57,56
"ENSMUSG00000047141.5",3509,4265,3756,3502,4207,3381,3614,8643,4447,217,254
"ENSMUSG00000007812.16",2009,2393,1921,11050,14330,10164,13245,20224,14192,881,1299
"ENSMUSG00000056592.14",305,413,382,95,145,160,67,202,188,91,79
"ENSMUSG00000034800.15",300,319,294,105,130,167,93,156,140,119,141
"ENSMUSG00000056824.15",41,70,96,69,82,52,63,101,150,0,0
"ENSMUSG00000079215.8",2777,3149,2880,2899,4348,3960,3514,4914,4112,1595,2483
"ENSMUSG00000054893.15",510,727,616,412,550,660,434,788,694,139,98
"ENSMUSG00000049728.14",505,599,529,306,453,435,279,517,472,168,174
"ENSMUSG00000049755.14",2259,2577,2132,953,1533,1309,1129,1663,1724,119,137
"ENSMUSG00000062743.9",232,284,321,54,54,70,67,149,89,40,40
"ENSMUSG00000058291.14",2686,2754,2619,1229,1256,1130,1302,2372,1368,946,1363
"ENSMUSG00000049410.8",19,6,28,11,13,33,19,58,48,0,0
"ENSMUSG00000019338.13",1199,1133,979,725,1065,914,714,1184,1053,1501,1761
"ENSMUSG00000045251.13",157,140,135,17,30,40,19,48,57,126,119
"ENSMUSG00000048921.11",230,235,226,108,168,151,130,173,135,53,62
"ENSMUSG00000064141.14",107,182,220,92,132,232,111,243,371,6,14
"ENSMUSG00000045268.13",308,290,259,71,106,105,124,171,176,62,73
"ENSMUSG00000037243.17",1043,1331,949,300,593,476,298,495,459,385,226
"ENSMUSG00000050064.14",2464,3261,3081,3396,4260,4640,4151,3295,3668,86,270
"ENSMUSG00000033669.7",295,481,451,219,422,304,243,385,475,445,603
"ENSMUSG00000085795.8",777,620,589,1874,2572,2305,1725,2948,2365,864,1098
"ENSMUSG00000040209.12",8992,9711,10429,6360,6421,7241,5926,23861,13386,912,980
"ENSMUSG00000062397.7",1011,1037,856,852,1191,1019,1005,1570,1150,1922,2811
"ENSMUSG00000034429.14",299,295,252,83,106,102,77,173,140,49,104
"ENSMUSG00000058883.14",237,303,277,66,72,63,67,124,121,0,0
"ENSMUSG00000056019.12",380,392,303,116,114,101,110,124,142,29,62
"ENSMUSG00000048897.15",3392,3524,3643,2015,2209,2575,1829,3294,2781,318,403
"ENSMUSG00000025529.14",470,488,968,804,1187,820,887,1416,888,0,10
"ENSMUSG00000090641.1",306,304,306,82,103,108,103,140,149,28,44
"ENSMUSG00000012640.16",860,1162,916,790,1209,1060,960,1463,1224,201,171
"ENSMUSG00000030469.10",529,865,622,506,743,627,604,767,774,341,214
"ENSMUSG00000069184.2",86,108,91,28,25,21,24,40,40,52,38
"ENSMUSG00000060630.7",20,27,61,43,65,35,33,68,106,0,0
"ENSMUSG00000048280.17",558,678,524,114,182,129,183,229,193,99,201
"ENSMUSG00000059975.15",1538,1796,1798,287,501,431,303,480,413,259,189
"ENSMUSG00000046897.16",3473,3764,3058,1944,2996,2952,2306,3924,3244,3753,3779
"ENSMUSG00000057691.8",2200,2630,2376,2428,2599,2398,2527,2365,2282,463,601
"ENSMUSG00000054381.5",219,251,192,234,468,351,275,328,378,52,43
"ENSMUSG00000095432.8",454,545,316,183,254,164,182,203,285,158,152
